"","ID","List","Item","Rating","Order","Parenthesis","Modal_Label"
"53","96564","1","F21","0",NA,NA,"NA"
"54","96564","1","F22","100",NA,NA,"NA"
"55","96564","1","F23","9",NA,NA,"NA"
"56","96564","1","F24","5",NA,NA,"NA"
"57","96564","1","F25","5",NA,NA,"NA"
"58","96564","1","F26","100",NA,NA,"NA"
"59","96564","1","F27","10",NA,NA,"NA"
"60","96564","1","F28","100",NA,NA,"NA"
"61","96564","1","F29","100",NA,NA,"NA"
"62","96564","1","F30","99",NA,NA,"NA"
"63","96564","1","F31","96",NA,NA,"NA"
"64","96564","1","F32","100",NA,NA,"NA"
"65","93555","1","1_highlow_no_1","80","High-Low","No","must_probably"
"66","93555","1","2_lowonly_yes_1","95","Low","Yes","must_probably"
"67","93555","1","3_highonly_yes_1","92","High","Yes","must_probably"
"68","93555","1","4_lowhigh_yes_1","85","Low-High","Yes","must_probably"
"69","93555","1","5_highlow_yes_1","80","High-Low","Yes","would_possibly"
"70","93555","1","6_lowonly_no_1","75","Low","No","would_possibly"
"71","93555","1","7_highonly_no_1","94","High","No","would_possibly"
"72","93555","1","8_lowhigh_no_1","77","Low-High","No","would_possibly"
"73","93555","1","9_highlow_no_1","86","High-Low","No","might_probably"
"74","93555","1","10_lowonly_yes_1","90","Low","Yes","might_probably"
"75","93555","1","11_highonly_yes_1","90","High","Yes","might_probably"
"76","93555","1","12_lowhigh_yes_1","80","Low-High","Yes","might_probably"
"77","93555","1","13_highlow_yes_1","90","High-Low","Yes","may_certainly"
"78","93555","1","14_lowonly_no_1","65","Low","No","may_certainly"
"79","93555","1","15_highonly_no_1","92","High","No","may_certainly"
"80","93555","1","16_lowhigh_no_1","88","Low-High","No","may_certainly"
"81","93555","1","17_highlow_no_1","91","High-Low","No","may_definitely"
"82","93555","1","18_lowonly_yes_1","85","Low","Yes","may_definitely"
"83","93555","1","19_highonly_yes_1","86","High","Yes","may_definitely"
"84","93555","1","20_lowhigh_yes_1","85","Low-High","Yes","may_definitely"
"85","93555","1","21_highlow_yes_1","85","High-Low","Yes","might_definitely"
"86","93555","1","22_lowonly_no_1","75","Low","No","might_definitely"
"87","93555","1","23_highonly_no_1","100","High","No","might_definitely"
"88","93555","1","24_lowhigh_no_1","86","Low-High","No","might_definitely"
"89","93555","1","25_highlow_no_1","91","High-Low","No","might_certainly"
"90","93555","1","26_lowonly_yes_1","85","Low","Yes","might_certainly"
"91","93555","1","27_highonly_yes_1","91","High","Yes","might_certainly"
"92","93555","1","28_lowhigh_yes_1","95","Low-High","Yes","might_certainly"
"93","93555","1","29_highlow_yes_1","85","High-Low","Yes","must_possibly"
"94","93555","1","30_lowonly_no_1","80","Low","No","must_possibly"
"95","93555","1","31_highonly_no_1","86","High","No","must_possibly"
"96","93555","1","32_lowhigh_no_1","85","Low-High","No","must_possibly"
"97","93555","1","F1","96",NA,NA,"NA"
"98","93555","1","F2","0",NA,NA,"NA"
"99","93555","1","F3","9",NA,NA,"NA"
"100","93555","1","F4","100",NA,NA,"NA"
"101","93555","1","F5","1",NA,NA,"NA"
"102","93555","1","F6","1",NA,NA,"NA"
"103","93555","1","F7","98",NA,NA,"NA"
"104","93555","1","F8","90",NA,NA,"NA"
"105","93555","1","F9","100",NA,NA,"NA"
"106","93555","1","F10","1",NA,NA,"NA"
"107","93555","1","F11","20",NA,NA,"NA"
"108","93555","1","F12","100",NA,NA,"NA"
"109","93555","1","F13","89",NA,NA,"NA"
"110","93555","1","F14","100",NA,NA,"NA"
"111","93555","1","F15","1",NA,NA,"NA"
"112","93555","1","F16","0",NA,NA,"NA"
"113","93555","1","F17","1",NA,NA,"NA"
"114","93555","1","F18","90",NA,NA,"NA"
"115","93555","1","F19","100",NA,NA,"NA"
"116","93555","1","F20","100",NA,NA,"NA"
"117","93555","1","F21","2",NA,NA,"NA"
"118","93555","1","F22","100",NA,NA,"NA"
"119","93555","1","F23","0",NA,NA,"NA"
"120","93555","1","F24","1",NA,NA,"NA"
"121","93555","1","F25","1",NA,NA,"NA"
"122","93555","1","F26","90",NA,NA,"NA"
"123","93555","1","F27","10",NA,NA,"NA"
"124","93555","1","F28","92",NA,NA,"NA"
"125","93555","1","F29","65",NA,NA,"NA"
"126","93555","1","F30","100",NA,NA,"NA"
"127","93555","1","F31","100",NA,NA,"NA"
"128","93555","1","F32","100",NA,NA,"NA"
"129","96040","1","1_highlow_no_1","63","High-Low","No","must_probably"
"130","96040","1","2_lowonly_yes_1","62","Low","Yes","must_probably"
"131","96040","1","3_highonly_yes_1","55","High","Yes","must_probably"
"132","96040","1","4_lowhigh_yes_1","61","Low-High","Yes","must_probably"
"133","96040","1","5_highlow_yes_1","56","High-Low","Yes","would_possibly"
"134","96040","1","6_lowonly_no_1","62","Low","No","would_possibly"
"135","96040","1","7_highonly_no_1","50","High","No","would_possibly"
"136","96040","1","8_lowhigh_no_1","50","Low-High","No","would_possibly"
"137","96040","1","9_highlow_no_1","22","High-Low","No","might_probably"
"138","96040","1","10_lowonly_yes_1","77","Low","Yes","might_probably"
"139","96040","1","11_highonly_yes_1","77","High","Yes","might_probably"
"140","96040","1","12_lowhigh_yes_1","51","Low-High","Yes","might_probably"
"141","96040","1","13_highlow_yes_1","65","High-Low","Yes","may_certainly"
"142","96040","1","14_lowonly_no_1","50","Low","No","may_certainly"
"143","96040","1","15_highonly_no_1","97","High","No","may_certainly"
"144","96040","1","16_lowhigh_no_1","50","Low-High","No","may_certainly"
"145","96040","1","17_highlow_no_1","59","High-Low","No","may_definitely"
"146","96040","1","18_lowonly_yes_1","50","Low","Yes","may_definitely"
"147","96040","1","19_highonly_yes_1","94","High","Yes","may_definitely"
"148","96040","1","20_lowhigh_yes_1","50","Low-High","Yes","may_definitely"
"149","96040","1","21_highlow_yes_1","62","High-Low","Yes","might_definitely"
"150","96040","1","22_lowonly_no_1","50","Low","No","might_definitely"
"151","96040","1","23_highonly_no_1","96","High","No","might_definitely"
"152","96040","1","24_lowhigh_no_1","44","Low-High","No","might_definitely"
"153","96040","1","25_highlow_no_1","50","High-Low","No","might_certainly"
"154","96040","1","26_lowonly_yes_1","53","Low","Yes","might_certainly"
"155","96040","1","27_highonly_yes_1","66","High","Yes","might_certainly"
"156","96040","1","28_lowhigh_yes_1","73","Low-High","Yes","might_certainly"
"157","96040","1","29_highlow_yes_1","60","High-Low","Yes","must_possibly"
"158","96040","1","30_lowonly_no_1","46","Low","No","must_possibly"
"159","96040","1","31_highonly_no_1","62","High","No","must_possibly"
"160","96040","1","32_lowhigh_no_1","59","Low-High","No","must_possibly"
"161","96040","1","F1","77",NA,NA,"NA"
"162","96040","1","F2","10",NA,NA,"NA"
"163","96040","1","F3","44",NA,NA,"NA"
"164","96040","1","F4","97",NA,NA,"NA"
"165","96040","1","F5","5",NA,NA,"NA"
"166","96040","1","F6","4",NA,NA,"NA"
"167","96040","1","F7","95",NA,NA,"NA"
"168","96040","1","F8","60",NA,NA,"NA"
"169","96040","1","F9","13",NA,NA,"NA"
"170","96040","1","F10","8",NA,NA,"NA"
"171","96040","1","F11","15",NA,NA,"NA"
"172","96040","1","F12","98",NA,NA,"NA"
"173","96040","1","F13","80",NA,NA,"NA"
"174","96040","1","F14","64",NA,NA,"NA"
"175","96040","1","F15","3",NA,NA,"NA"
"176","96040","1","F16","64",NA,NA,"NA"
"177","96040","1","F17","15",NA,NA,"NA"
"178","96040","1","F18","59",NA,NA,"NA"
"179","96040","1","F19","80",NA,NA,"NA"
"180","96040","1","F20","97",NA,NA,"NA"
"181","96040","1","F21","1",NA,NA,"NA"
"182","96040","1","F22","100",NA,NA,"NA"
"183","96040","1","F23","6",NA,NA,"NA"
"184","96040","1","F24","12",NA,NA,"NA"
"185","96040","1","F25","4",NA,NA,"NA"
"186","96040","1","F26","87",NA,NA,"NA"
"187","96040","1","F27","24",NA,NA,"NA"
"188","96040","1","F28","83",NA,NA,"NA"
"189","96040","1","F29","79",NA,NA,"NA"
"190","96040","1","F30","93",NA,NA,"NA"
"191","96040","1","F31","99",NA,NA,"NA"
"192","96040","1","F32","94",NA,NA,"NA"
"193","94054","1","1_highlow_no_1","50","High-Low","No","must_probably"
"194","94054","1","2_lowonly_yes_1","93","Low","Yes","must_probably"
"195","94054","1","3_highonly_yes_1","72","High","Yes","must_probably"
"196","94054","1","4_lowhigh_yes_1","80","Low-High","Yes","must_probably"
"197","94054","1","5_highlow_yes_1","50","High-Low","Yes","would_possibly"
"198","94054","1","6_lowonly_no_1","50","Low","No","would_possibly"
"199","94054","1","7_highonly_no_1","70","High","No","would_possibly"
"200","94054","1","8_lowhigh_no_1","71","Low-High","No","would_possibly"
"201","94054","1","9_highlow_no_1","81","High-Low","No","might_probably"
"202","94054","1","10_lowonly_yes_1","96","Low","Yes","might_probably"
"203","94054","1","11_highonly_yes_1","60","High","Yes","might_probably"
"204","94054","1","12_lowhigh_yes_1","71","Low-High","Yes","might_probably"
"205","94054","1","13_highlow_yes_1","36","High-Low","Yes","may_certainly"
"206","94054","1","14_lowonly_no_1","61","Low","No","may_certainly"
"207","94054","1","15_highonly_no_1","100","High","No","may_certainly"
"208","94054","1","16_lowhigh_no_1","49","Low-High","No","may_certainly"
"209","94054","1","17_highlow_no_1","61","High-Low","No","may_definitely"
"210","94054","1","18_lowonly_yes_1","68","Low","Yes","may_definitely"
"211","94054","1","19_highonly_yes_1","100","High","Yes","may_definitely"
"212","94054","1","20_lowhigh_yes_1","70","Low-High","Yes","may_definitely"
"213","94054","1","21_highlow_yes_1","70","High-Low","Yes","might_definitely"
"214","94054","1","22_lowonly_no_1","49","Low","No","might_definitely"
"215","94054","1","23_highonly_no_1","100","High","No","might_definitely"
"216","94054","1","24_lowhigh_no_1","50","Low-High","No","might_definitely"
"217","94054","1","25_highlow_no_1","59","High-Low","No","might_certainly"
"218","94054","1","26_lowonly_yes_1","81","Low","Yes","might_certainly"
"219","94054","1","27_highonly_yes_1","93","High","Yes","might_certainly"
"220","94054","1","28_lowhigh_yes_1","50","Low-High","Yes","might_certainly"
"221","94054","1","29_highlow_yes_1","50","High-Low","Yes","must_possibly"
"222","94054","1","30_lowonly_no_1","93","Low","No","must_possibly"
"223","94054","1","31_highonly_no_1","100","High","No","must_possibly"
"224","94054","1","32_lowhigh_no_1","50","Low-High","No","must_possibly"
"225","94054","1","F1","100",NA,NA,"NA"
"226","94054","1","F2","0",NA,NA,"NA"
"227","94054","1","F3","8",NA,NA,"NA"
"228","94054","1","F4","50",NA,NA,"NA"
"229","94054","1","F5","1",NA,NA,"NA"
"230","94054","1","F6","6",NA,NA,"NA"
"231","94054","1","F7","96",NA,NA,"NA"
"232","94054","1","F8","100",NA,NA,"NA"
"233","94054","1","F9","90",NA,NA,"NA"
"234","94054","1","F10","1",NA,NA,"NA"
"235","94054","1","F11","10",NA,NA,"NA"
"236","94054","1","F12","93",NA,NA,"NA"
"237","94054","1","F13","98",NA,NA,"NA"
"238","94054","1","F14","92",NA,NA,"NA"
"239","94054","1","F15","2",NA,NA,"NA"
"240","94054","1","F16","73",NA,NA,"NA"
"241","94054","1","F17","2",NA,NA,"NA"
"242","94054","1","F18","100",NA,NA,"NA"
"243","94054","1","F19","100",NA,NA,"NA"
"244","94054","1","F20","100",NA,NA,"NA"
"245","94054","1","F21","2",NA,NA,"NA"
"246","94054","1","F22","100",NA,NA,"NA"
"247","94054","1","F23","3",NA,NA,"NA"
"248","94054","1","F24","5",NA,NA,"NA"
"249","94054","1","F25","1",NA,NA,"NA"
"250","94054","1","F26","100",NA,NA,"NA"
"251","94054","1","F27","50",NA,NA,"NA"
"252","94054","1","F28","100",NA,NA,"NA"
"253","94054","1","F29","100",NA,NA,"NA"
"254","94054","1","F30","100",NA,NA,"NA"
"255","94054","1","F31","100",NA,NA,"NA"
"256","94054","1","F32","100",NA,NA,"NA"
"257","88322","1","1_highlow_no_1","90","High-Low","No","must_probably"
"258","88322","1","2_lowonly_yes_1","89","Low","Yes","must_probably"
"259","88322","1","3_highonly_yes_1","87","High","Yes","must_probably"
"260","88322","1","4_lowhigh_yes_1","95","Low-High","Yes","must_probably"
"261","88322","1","5_highlow_yes_1","66","High-Low","Yes","would_possibly"
"262","88322","1","6_lowonly_no_1","79","Low","No","would_possibly"
"263","88322","1","7_highonly_no_1","91","High","No","would_possibly"
"264","88322","1","8_lowhigh_no_1","78","Low-High","No","would_possibly"
"265","88322","1","9_highlow_no_1","60","High-Low","No","might_probably"
"266","88322","1","10_lowonly_yes_1","86","Low","Yes","might_probably"
"267","88322","1","11_highonly_yes_1","91","High","Yes","might_probably"
"268","88322","1","12_lowhigh_yes_1","71","Low-High","Yes","might_probably"
"269","88322","1","13_highlow_yes_1","91","High-Low","Yes","may_certainly"
"270","88322","1","14_lowonly_no_1","58","Low","No","may_certainly"
"271","88322","1","15_highonly_no_1","95","High","No","may_certainly"
"272","88322","1","16_lowhigh_no_1","87","Low-High","No","may_certainly"
"273","88322","1","17_highlow_no_1","92","High-Low","No","may_definitely"
"274","88322","1","18_lowonly_yes_1","87","Low","Yes","may_definitely"
"275","88322","1","19_highonly_yes_1","98","High","Yes","may_definitely"
"276","88322","1","20_lowhigh_yes_1","91","Low-High","Yes","may_definitely"
"277","88322","1","21_highlow_yes_1","100","High-Low","Yes","might_definitely"
"278","88322","1","22_lowonly_no_1","48","Low","No","might_definitely"
"279","88322","1","23_highonly_no_1","100","High","No","might_definitely"
"280","88322","1","24_lowhigh_no_1","85","Low-High","No","might_definitely"
"281","88322","1","25_highlow_no_1","86","High-Low","No","might_certainly"
"282","88322","1","26_lowonly_yes_1","70","Low","Yes","might_certainly"
"283","88322","1","27_highonly_yes_1","93","High","Yes","might_certainly"
"284","88322","1","28_lowhigh_yes_1","88","Low-High","Yes","might_certainly"
"285","88322","1","29_highlow_yes_1","79","High-Low","Yes","must_possibly"
"286","88322","1","30_lowonly_no_1","61","Low","No","must_possibly"
"287","88322","1","31_highonly_no_1","90","High","No","must_possibly"
"288","88322","1","32_lowhigh_no_1","89","Low-High","No","must_possibly"
"289","88322","1","F1","99",NA,NA,"NA"
"290","88322","1","F2","7",NA,NA,"NA"
"291","88322","1","F3","28",NA,NA,"NA"
"292","88322","1","F4","100",NA,NA,"NA"
"293","88322","1","F5","0",NA,NA,"NA"
"294","88322","1","F6","8",NA,NA,"NA"
"295","88322","1","F7","87",NA,NA,"NA"
"296","88322","1","F8","91",NA,NA,"NA"
"297","88322","1","F9","89",NA,NA,"NA"
"298","88322","1","F10","11",NA,NA,"NA"
"299","88322","1","F11","6",NA,NA,"NA"
"300","88322","1","F12","100",NA,NA,"NA"
"301","88322","1","F13","89",NA,NA,"NA"
"302","88322","1","F14","92",NA,NA,"NA"
"303","88322","1","F15","11",NA,NA,"NA"
"304","88322","1","F16","14",NA,NA,"NA"
"305","88322","1","F17","13",NA,NA,"NA"
"306","88322","1","F18","91",NA,NA,"NA"
"307","88322","1","F19","92",NA,NA,"NA"
"308","88322","1","F20","100",NA,NA,"NA"
"309","88322","1","F21","13",NA,NA,"NA"
"310","88322","1","F22","100",NA,NA,"NA"
"311","88322","1","F23","7",NA,NA,"NA"
"312","88322","1","F24","7",NA,NA,"NA"
"313","88322","1","F25","0",NA,NA,"NA"
"314","88322","1","F26","71",NA,NA,"NA"
"315","88322","1","F27","50",NA,NA,"NA"
"316","88322","1","F28","97",NA,NA,"NA"
"317","88322","1","F29","100",NA,NA,"NA"
"318","88322","1","F30","99",NA,NA,"NA"
"319","88322","1","F31","100",NA,NA,"NA"
"320","88322","1","F32","99",NA,NA,"NA"
"321","68331","1","1_highlow_no_1","67","High-Low","No","must_probably"
"322","68331","1","2_lowonly_yes_1","82","Low","Yes","must_probably"
"323","68331","1","3_highonly_yes_1","83","High","Yes","must_probably"
"324","68331","1","4_lowhigh_yes_1","81","Low-High","Yes","must_probably"
"325","68331","1","5_highlow_yes_1","55","High-Low","Yes","would_possibly"
"326","68331","1","6_lowonly_no_1","35","Low","No","would_possibly"
"327","68331","1","7_highonly_no_1","85","High","No","would_possibly"
"328","68331","1","8_lowhigh_no_1","61","Low-High","No","would_possibly"
"329","68331","1","9_highlow_no_1","51","High-Low","No","might_probably"
"330","68331","1","10_lowonly_yes_1","48","Low","Yes","might_probably"
"331","68331","1","11_highonly_yes_1","55","High","Yes","might_probably"
"332","68331","1","12_lowhigh_yes_1","66","Low-High","Yes","might_probably"
"333","68331","1","13_highlow_yes_1","74","High-Low","Yes","may_certainly"
"334","68331","1","14_lowonly_no_1","50","Low","No","may_certainly"
"335","68331","1","15_highonly_no_1","92","High","No","may_certainly"
"336","68331","1","16_lowhigh_no_1","50","Low-High","No","may_certainly"
"337","68331","1","17_highlow_no_1","50","High-Low","No","may_definitely"
"338","68331","1","18_lowonly_yes_1","51","Low","Yes","may_definitely"
"339","68331","1","19_highonly_yes_1","80","High","Yes","may_definitely"
"340","68331","1","20_lowhigh_yes_1","76","Low-High","Yes","may_definitely"
"341","68331","1","21_highlow_yes_1","59","High-Low","Yes","might_definitely"
"342","68331","1","22_lowonly_no_1","50","Low","No","might_definitely"
"343","68331","1","23_highonly_no_1","89","High","No","might_definitely"
"344","68331","1","24_lowhigh_no_1","55","Low-High","No","might_definitely"
"345","68331","1","25_highlow_no_1","62","High-Low","No","might_certainly"
"346","68331","1","26_lowonly_yes_1","51","Low","Yes","might_certainly"
"347","68331","1","27_highonly_yes_1","80","High","Yes","might_certainly"
"348","68331","1","28_lowhigh_yes_1","49","Low-High","Yes","might_certainly"
"349","68331","1","29_highlow_yes_1","87","High-Low","Yes","must_possibly"
"350","68331","1","30_lowonly_no_1","50","Low","No","must_possibly"
"351","68331","1","31_highonly_no_1","66","High","No","must_possibly"
"352","68331","1","32_lowhigh_no_1","66","Low-High","No","must_possibly"
"353","68331","1","F1","91",NA,NA,"NA"
"354","68331","1","F2","1",NA,NA,"NA"
"355","68331","1","F3","4",NA,NA,"NA"
"356","68331","1","F4","92",NA,NA,"NA"
"357","68331","1","F5","5",NA,NA,"NA"
"358","68331","1","F6","6",NA,NA,"NA"
"359","68331","1","F7","90",NA,NA,"NA"
"360","68331","1","F8","84",NA,NA,"NA"
"361","68331","1","F9","82",NA,NA,"NA"
"362","68331","1","F10","10",NA,NA,"NA"
"363","68331","1","F11","10",NA,NA,"NA"
"364","68331","1","F12","96",NA,NA,"NA"
"365","68331","1","F13","91",NA,NA,"NA"
"366","68331","1","F14","85",NA,NA,"NA"
"367","68331","1","F15","18",NA,NA,"NA"
"368","68331","1","F16","10",NA,NA,"NA"
"369","68331","1","F17","23",NA,NA,"NA"
"370","68331","1","F18","90",NA,NA,"NA"
"371","68331","1","F19","86",NA,NA,"NA"
"372","68331","1","F20","94",NA,NA,"NA"
"373","68331","1","F21","9",NA,NA,"NA"
"374","68331","1","F22","90",NA,NA,"NA"
"375","68331","1","F23","0",NA,NA,"NA"
"376","68331","1","F24","17",NA,NA,"NA"
"377","68331","1","F25","10",NA,NA,"NA"
"378","68331","1","F26","93",NA,NA,"NA"
"379","68331","1","F27","14",NA,NA,"NA"
"380","68331","1","F28","92",NA,NA,"NA"
"381","68331","1","F29","87",NA,NA,"NA"
"382","68331","1","F30","91",NA,NA,"NA"
"383","68331","1","F31","93",NA,NA,"NA"
"384","68331","1","F32","96",NA,NA,"NA"
"385","95154","1","1_highlow_no_1","62","High-Low","No","must_probably"
"386","95154","1","2_lowonly_yes_1","80","Low","Yes","must_probably"
"387","95154","1","3_highonly_yes_1","88","High","Yes","must_probably"
"388","95154","1","4_lowhigh_yes_1","72","Low-High","Yes","must_probably"
"389","95154","1","5_highlow_yes_1","49","High-Low","Yes","would_possibly"
"390","95154","1","6_lowonly_no_1","57","Low","No","would_possibly"
"391","95154","1","7_highonly_no_1","82","High","No","would_possibly"
"392","95154","1","8_lowhigh_no_1","60","Low-High","No","would_possibly"
"393","95154","1","9_highlow_no_1","53","High-Low","No","might_probably"
"394","95154","1","10_lowonly_yes_1","59","Low","Yes","might_probably"
"395","95154","1","11_highonly_yes_1","75","High","Yes","might_probably"
"396","95154","1","12_lowhigh_yes_1","64","Low-High","Yes","might_probably"
"397","95154","1","13_highlow_yes_1","66","High-Low","Yes","may_certainly"
"398","95154","1","14_lowonly_no_1","53","Low","No","may_certainly"
"399","95154","1","15_highonly_no_1","92","High","No","may_certainly"
"400","95154","1","16_lowhigh_no_1","71","Low-High","No","may_certainly"
"401","95154","1","17_highlow_no_1","70","High-Low","No","may_definitely"
"402","95154","1","18_lowonly_yes_1","71","Low","Yes","may_definitely"
"403","95154","1","19_highonly_yes_1","70","High","Yes","may_definitely"
"404","95154","1","20_lowhigh_yes_1","50","Low-High","Yes","may_definitely"
"405","95154","1","21_highlow_yes_1","76","High-Low","Yes","might_definitely"
"406","95154","1","22_lowonly_no_1","67","Low","No","might_definitely"
"407","95154","1","23_highonly_no_1","91","High","No","might_definitely"
"408","95154","1","24_lowhigh_no_1","52","Low-High","No","might_definitely"
"409","95154","1","25_highlow_no_1","72","High-Low","No","might_certainly"
"410","95154","1","26_lowonly_yes_1","70","Low","Yes","might_certainly"
"411","95154","1","27_highonly_yes_1","81","High","Yes","might_certainly"
"412","95154","1","28_lowhigh_yes_1","93","Low-High","Yes","might_certainly"
"413","95154","1","29_highlow_yes_1","66","High-Low","Yes","must_possibly"
"414","95154","1","30_lowonly_no_1","56","Low","No","must_possibly"
"415","95154","1","31_highonly_no_1","83","High","No","must_possibly"
"416","95154","1","32_lowhigh_no_1","68","Low-High","No","must_possibly"
"417","95154","1","F1","92",NA,NA,"NA"
"418","95154","1","F2","3",NA,NA,"NA"
"419","95154","1","F3","36",NA,NA,"NA"
"420","95154","1","F4","100",NA,NA,"NA"
"421","95154","1","F5","2",NA,NA,"NA"
"422","95154","1","F6","14",NA,NA,"NA"
"423","95154","1","F7","80",NA,NA,"NA"
"424","95154","1","F8","91",NA,NA,"NA"
"425","95154","1","F9","81",NA,NA,"NA"
"426","95154","1","F10","3",NA,NA,"NA"
"427","95154","1","F11","41",NA,NA,"NA"
"428","95154","1","F12","98",NA,NA,"NA"
"429","95154","1","F13","84",NA,NA,"NA"
"430","95154","1","F14","56",NA,NA,"NA"
"431","95154","1","F15","20",NA,NA,"NA"
"432","95154","1","F16","20",NA,NA,"NA"
"433","95154","1","F17","45",NA,NA,"NA"
"434","95154","1","F18","77",NA,NA,"NA"
"435","95154","1","F19","100",NA,NA,"NA"
"436","95154","1","F20","100",NA,NA,"NA"
"437","95154","1","F21","10",NA,NA,"NA"
"438","95154","1","F22","100",NA,NA,"NA"
"439","95154","1","F23","5",NA,NA,"NA"
"440","95154","1","F24","25",NA,NA,"NA"
"441","95154","1","F25","3",NA,NA,"NA"
"442","95154","1","F26","100",NA,NA,"NA"
"443","95154","1","F27","13",NA,NA,"NA"
"444","95154","1","F28","73",NA,NA,"NA"
"445","95154","1","F29","100",NA,NA,"NA"
"446","95154","1","F30","82",NA,NA,"NA"
"447","95154","1","F31","100",NA,NA,"NA"
"448","95154","1","F32","87",NA,NA,"NA"
"449","82309","1","1_highlow_no_1","54","High-Low","No","must_probably"
"450","82309","1","2_lowonly_yes_1","82","Low","Yes","must_probably"
"451","82309","1","3_highonly_yes_1","81","High","Yes","must_probably"
"452","82309","1","4_lowhigh_yes_1","55","Low-High","Yes","must_probably"
"453","82309","1","5_highlow_yes_1","46","High-Low","Yes","would_possibly"
"454","82309","1","6_lowonly_no_1","44","Low","No","would_possibly"
"455","82309","1","7_highonly_no_1","88","High","No","would_possibly"
"456","82309","1","8_lowhigh_no_1","50","Low-High","No","would_possibly"
"457","82309","1","9_highlow_no_1","42","High-Low","No","might_probably"
"458","82309","1","10_lowonly_yes_1","59","Low","Yes","might_probably"
"459","82309","1","11_highonly_yes_1","73","High","Yes","might_probably"
"460","82309","1","12_lowhigh_yes_1","63","Low-High","Yes","might_probably"
"461","82309","1","13_highlow_yes_1","41","High-Low","Yes","may_certainly"
"462","82309","1","14_lowonly_no_1","50","Low","No","may_certainly"
"463","82309","1","15_highonly_no_1","92","High","No","may_certainly"
"464","82309","1","16_lowhigh_no_1","41","Low-High","No","may_certainly"
"465","82309","1","17_highlow_no_1","58","High-Low","No","may_definitely"
"466","82309","1","18_lowonly_yes_1","40","Low","Yes","may_definitely"
"467","82309","1","19_highonly_yes_1","88","High","Yes","may_definitely"
"468","82309","1","20_lowhigh_yes_1","49","Low-High","Yes","may_definitely"
"469","82309","1","21_highlow_yes_1","52","High-Low","Yes","might_definitely"
"470","82309","1","22_lowonly_no_1","50","Low","No","might_definitely"
