id,random,item,condition,choice,mean_accuracy
91797,3,43,highlow,1,1
91797,3,44,lowhigh,1,1
91797,3,47,highlow,1,1
91797,3,48,lowhigh,1,1
91677,1,1,highlow,1,1
91677,1,2,lowhigh,1,1
91677,1,5,highlow,1,1
91677,1,6,lowhigh,1,1
91677,1,9,highlow,1,1
91677,1,10,lowhigh,1,1
91677,1,13,highlow,1,1
91677,1,14,lowhigh,1,1
91677,1,17,highlow,1,1
91677,1,18,lowhigh,1,1
91677,1,21,highlow,1,1
91677,1,22,lowhigh,1,1
91677,1,25,highlow,1,1
91677,1,26,lowhigh,1,1
91677,1,29,highlow,1,1
91677,1,30,lowhigh,1,1
91677,1,33,highlow,1,1
91677,1,34,lowhigh,1,1
91677,1,37,highlow,1,1
91677,1,38,lowhigh,1,1
91677,1,41,highlow,1,1
91677,1,42,lowhigh,1,1
91677,1,45,highlow,1,1
91677,1,46,lowhigh,1,1
79436,2,1,lowhigh,0,1
79436,2,4,highlow,1,1
79436,2,5,lowhigh,0,1
79436,2,8,highlow,1,1
79436,2,9,lowhigh,1,1
79436,2,12,highlow,0,1
79436,2,13,lowhigh,0,1
79436,2,16,highlow,0,1
79436,2,17,lowhigh,0,1
79436,2,20,highlow,1,1
79436,2,21,lowhigh,0,1
79436,2,24,highlow,1,1
79436,2,25,lowhigh,0,1
79436,2,28,highlow,0,1
79436,2,29,lowhigh,1,1
79436,2,32,highlow,1,1
79436,2,33,lowhigh,0,1
79436,2,36,highlow,1,1
79436,2,37,lowhigh,0,1
79436,2,40,highlow,1,1
79436,2,41,lowhigh,0,1
79436,2,44,highlow,0,1
79436,2,45,lowhigh,0,1
79436,2,48,highlow,0,1
85914,4,2,highlow,0,0.96
85914,4,3,lowhigh,1,0.96
85914,4,6,highlow,1,0.96
85914,4,7,lowhigh,1,0.96
85914,4,10,highlow,1,0.96
85914,4,11,lowhigh,1,0.96
85914,4,14,highlow,0,0.96
85914,4,15,lowhigh,0,0.96
85914,4,18,highlow,1,0.96
85914,4,19,lowhigh,1,0.96
85914,4,22,highlow,1,0.96
85914,4,23,lowhigh,0,0.96
85914,4,26,highlow,0,0.96
85914,4,27,lowhigh,0,0.96
85914,4,30,highlow,1,0.96
85914,4,31,lowhigh,1,0.96
85914,4,34,highlow,1,0.96
85914,4,35,lowhigh,0,0.96
85914,4,38,highlow,1,0.96
85914,4,39,lowhigh,1,0.96
85914,4,42,highlow,0,0.96
85914,4,43,lowhigh,0,0.96
85914,4,46,highlow,0,0.96
85914,4,47,lowhigh,1,0.96
52033,2,1,lowhigh,0,1
52033,2,4,highlow,1,1
52033,2,5,lowhigh,0,1
52033,2,8,highlow,0,1
52033,2,9,lowhigh,1,1
52033,2,12,highlow,0,1
52033,2,13,lowhigh,1,1
52033,2,16,highlow,0,1
52033,2,17,lowhigh,1,1
52033,2,20,highlow,1,1
52033,2,21,lowhigh,0,1
52033,2,24,highlow,1,1
52033,2,25,lowhigh,1,1
52033,2,28,highlow,0,1
52033,2,29,lowhigh,1,1
52033,2,32,highlow,1,1
52033,2,33,lowhigh,0,1
52033,2,36,highlow,0,1
52033,2,37,lowhigh,0,1
52033,2,40,highlow,0,1
52033,2,41,lowhigh,0,1
52033,2,44,highlow,1,1
52033,2,45,lowhigh,1,1
52033,2,48,highlow,1,1
72088,1,1,highlow,0,1
72088,1,2,lowhigh,1,1
72088,1,5,highlow,1,1
72088,1,6,lowhigh,1,1
72088,1,9,highlow,1,1
72088,1,10,lowhigh,0,1
72088,1,13,highlow,1,1
72088,1,14,lowhigh,1,1
72088,1,17,highlow,0,1
72088,1,18,lowhigh,1,1
72088,1,21,highlow,1,1
72088,1,22,lowhigh,0,1
72088,1,25,highlow,1,1
72088,1,26,lowhigh,1,1
72088,1,29,highlow,0,1
72088,1,30,lowhigh,0,1
72088,1,33,highlow,1,1
72088,1,34,lowhigh,0,1
72088,1,37,highlow,1,1
72088,1,38,lowhigh,0,1
72088,1,41,highlow,1,1
72088,1,42,lowhigh,1,1
72088,1,45,highlow,0,1
72088,1,46,lowhigh,0,1
79837,4,2,highlow,1,0.96
79837,4,3,lowhigh,1,0.96
79837,4,6,highlow,1,0.96
79837,4,7,lowhigh,1,0.96
79837,4,10,highlow,1,0.96
79837,4,11,lowhigh,0,0.96
79837,4,14,highlow,1,0.96
79837,4,15,lowhigh,0,0.96
79837,4,18,highlow,1,0.96
79837,4,19,lowhigh,0,0.96
79837,4,22,highlow,0,0.96
79837,4,23,lowhigh,0,0.96
79837,4,26,highlow,0,0.96
79837,4,27,lowhigh,1,0.96
79837,4,30,highlow,1,0.96
79837,4,31,lowhigh,1,0.96
79837,4,34,highlow,1,0.96
79837,4,35,lowhigh,0,0.96
79837,4,38,highlow,1,0.96
79837,4,39,lowhigh,0,0.96
79837,4,42,highlow,1,0.96
79837,4,43,lowhigh,0,0.96
79837,4,46,highlow,1,0.96
79837,4,47,lowhigh,1,0.96
88548,3,3,highlow,0,0.96
88548,3,4,lowhigh,0,0.96
88548,3,7,highlow,0,0.96
88548,3,8,lowhigh,0,0.96
88548,3,11,highlow,0,0.96
88548,3,12,lowhigh,0,0.96
88548,3,15,highlow,0,0.96
88548,3,16,lowhigh,1,0.96
88548,3,19,highlow,0,0.96
88548,3,20,lowhigh,1,0.96
88548,3,23,highlow,1,0.96
88548,3,24,lowhigh,1,0.96
88548,3,27,highlow,0,0.96
88548,3,28,lowhigh,0,0.96
88548,3,31,highlow,0,0.96
88548,3,32,lowhigh,0,0.96
88548,3,35,highlow,0,0.96
88548,3,36,lowhigh,1,0.96
88548,3,39,highlow,0,0.96
88548,3,40,lowhigh,0,0.96
88548,3,43,highlow,0,0.96
88548,3,44,lowhigh,0,0.96
88548,3,47,highlow,0,0.96
88548,3,48,lowhigh,0,0.96
89281,2,1,lowhigh,1,1
89281,2,4,highlow,1,1
89281,2,5,lowhigh,1,1
89281,2,8,highlow,1,1
89281,2,9,lowhigh,1,1
89281,2,12,highlow,1,1
89281,2,13,lowhigh,1,1
89281,2,16,highlow,1,1
89281,2,17,lowhigh,1,1
89281,2,20,highlow,1,1
89281,2,21,lowhigh,1,1
89281,2,24,highlow,0,1
89281,2,25,lowhigh,1,1
89281,2,28,highlow,0,1
89281,2,29,lowhigh,1,1
89281,2,32,highlow,1,1
89281,2,33,lowhigh,1,1
89281,2,36,highlow,1,1
89281,2,37,lowhigh,0,1
89281,2,40,highlow,0,1
89281,2,41,lowhigh,0,1
89281,2,44,highlow,0,1
89281,2,45,lowhigh,1,1
89281,2,48,highlow,0,1
89660,2,1,lowhigh,1,0.92
89660,2,4,highlow,0,0.92
89660,2,5,lowhigh,0,0.92
89660,2,8,highlow,1,0.92
89660,2,9,lowhigh,0,0.92
89660,2,12,highlow,0,0.92
89660,2,13,lowhigh,0,0.92
89660,2,16,highlow,1,0.92
89660,2,17,lowhigh,0,0.92
89660,2,20,highlow,0,0.92
89660,2,21,lowhigh,1,0.92
89660,2,24,highlow,1,0.92
89660,2,25,lowhigh,0,0.92
89660,2,28,highlow,1,0.92
89660,2,29,lowhigh,0,0.92
89660,2,32,highlow,0,0.92
89660,2,33,lowhigh,1,0.92
89660,2,36,highlow,0,0.92
89660,2,37,lowhigh,0,0.92
89660,2,40,highlow,0,0.92
89660,2,41,lowhigh,0,0.92
89660,2,44,highlow,0,0.92
89660,2,45,lowhigh,0,0.92
89660,2,48,highlow,1,0.92
94798,4,2,highlow,1,0.96
94798,4,3,lowhigh,1,0.96
94798,4,6,highlow,1,0.96
94798,4,7,lowhigh,1,0.96
94798,4,10,highlow,0,0.96
94798,4,11,lowhigh,0,0.96
94798,4,14,highlow,1,0.96
94798,4,15,lowhigh,1,0.96
94798,4,18,highlow,1,0.96
94798,4,19,lowhigh,1,0.96
94798,4,22,highlow,1,0.96
94798,4,23,lowhigh,1,0.96
94798,4,26,highlow,1,0.96
94798,4,27,lowhigh,1,0.96
94798,4,30,highlow,0,0.96
94798,4,31,lowhigh,0,0.96
94798,4,34,highlow,0,0.96
94798,4,35,lowhigh,0,0.96
94798,4,38,highlow,0,0.96
94798,4,39,lowhigh,1,0.96
94798,4,42,highlow,1,0.96
94798,4,43,lowhigh,1,0.96
94798,4,46,highlow,1,0.96
94798,4,47,lowhigh,0,0.96
93395,3,3,highlow,1,1
93395,3,4,lowhigh,0,1
93395,3,7,highlow,1,1
93395,3,8,lowhigh,1,1
93395,3,11,highlow,1,1
93395,3,12,lowhigh,0,1
93395,3,15,highlow,1,1
93395,3,16,lowhigh,1,1
93395,3,19,highlow,1,1
93395,3,20,lowhigh,1,1
93395,3,23,highlow,1,1
93395,3,24,lowhigh,1,1
93395,3,27,highlow,1,1
93395,3,28,lowhigh,1,1
93395,3,31,highlow,1,1
93395,3,32,lowhigh,1,1
93395,3,35,highlow,1,1
93395,3,36,lowhigh,1,1
93395,3,39,highlow,1,1
93395,3,40,lowhigh,1,1
93395,3,43,highlow,1,1
93395,3,44,lowhigh,1,1
93395,3,47,highlow,1,1
93395,3,48,lowhigh,1,1
92036,4,2,highlow,0,0.96
92036,4,3,lowhigh,1,0.96
92036,4,6,highlow,0,0.96
92036,4,7,lowhigh,1,0.96
92036,4,10,highlow,0,0.96
92036,4,11,lowhigh,1,0.96
92036,4,14,highlow,1,0.96
92036,4,15,lowhigh,1,0.96
92036,4,18,highlow,1,0.96
92036,4,19,lowhigh,0,0.96
92036,4,22,highlow,1,0.96
92036,4,23,lowhigh,1,0.96
92036,4,26,highlow,0,0.96
92036,4,27,lowhigh,1,0.96
92036,4,30,highlow,0,0.96
92036,4,31,lowhigh,0,0.96
92036,4,34,highlow,0,0.96
92036,4,35,lowhigh,1,0.96
92036,4,38,highlow,1,0.96
92036,4,39,lowhigh,1,0.96
92036,4,42,highlow,1,0.96
92036,4,43,lowhigh,0,0.96
92036,4,46,highlow,1,0.96
92036,4,47,lowhigh,1,0.96
93067,1,1,highlow,1,0.96
93067,1,2,lowhigh,1,0.96
93067,1,5,highlow,1,0.96
93067,1,6,lowhigh,0,0.96
93067,1,9,highlow,1,0.96
93067,1,10,lowhigh,1,0.96
93067,1,13,highlow,0,0.96
93067,1,14,lowhigh,1,0.96
93067,1,17,highlow,1,0.96
93067,1,18,lowhigh,1,0.96
93067,1,21,highlow,1,0.96
93067,1,22,lowhigh,1,0.96
93067,1,25,highlow,0,0.96
93067,1,26,lowhigh,1,0.96
93067,1,29,highlow,1,0.96
93067,1,30,lowhigh,1,0.96
93067,1,33,highlow,1,0.96
93067,1,34,lowhigh,1,0.96
93067,1,37,highlow,1,0.96
93067,1,38,lowhigh,1,0.96
93067,1,41,highlow,1,0.96
93067,1,42,lowhigh,0,0.96
93067,1,45,highlow,0,0.96
93067,1,46,lowhigh,1,0.96
92375,3,3,highlow,1,1
92375,3,4,lowhigh,1,1
92375,3,7,highlow,1,1
92375,3,8,lowhigh,1,1
92375,3,11,highlow,1,1
92375,3,12,lowhigh,1,1
92375,3,15,highlow,1,1
92375,3,16,lowhigh,1,1
92375,3,19,highlow,0,1
92375,3,20,lowhigh,1,1
92375,3,23,highlow,1,1
92375,3,24,lowhigh,1,1
92375,3,27,highlow,1,1
92375,3,28,lowhigh,1,1
92375,3,31,highlow,1,1
92375,3,32,lowhigh,1,1
92375,3,35,highlow,1,1
92375,3,36,lowhigh,1,1
92375,3,39,highlow,1,1
92375,3,40,lowhigh,1,1
92375,3,43,highlow,1,1
92375,3,44,lowhigh,0,1
92375,3,47,highlow,1,1
92375,3,48,lowhigh,1,1
93450,2,1,lowhigh,0,1
93450,2,4,highlow,1,1
93450,2,5,lowhigh,1,1
93450,2,8,highlow,1,1
93450,2,9,lowhigh,1,1
93450,2,12,highlow,1,1
93450,2,13,lowhigh,1,1
93450,2,16,highlow,1,1
93450,2,17,lowhigh,1,1
93450,2,20,highlow,1,1
93450,2,21,lowhigh,1,1
93450,2,24,highlow,1,1
93450,2,25,lowhigh,1,1
93450,2,28,highlow,1,1
93450,2,29,lowhigh,1,1
93450,2,32,highlow,1,1
93450,2,33,lowhigh,1,1
93450,2,36,highlow,0,1
93450,2,37,lowhigh,1,1
93450,2,40,highlow,1,1
93450,2,41,lowhigh,1,1
93450,2,44,highlow,1,1
93450,2,45,lowhigh,1,1
93450,2,48,highlow,1,1
68767,3,3,highlow,1,0.96
68767,3,4,lowhigh,0,0.96
68767,3,7,highlow,1,0.96
68767,3,8,lowhigh,1,0.96
68767,3,11,highlow,1,0.96
68767,3,12,lowhigh,1,0.96
68767,3,15,highlow,1,0.96
68767,3,16,lowhigh,0,0.96
68767,3,19,highlow,1,0.96
68767,3,20,lowhigh,1,0.96
68767,3,23,highlow,1,0.96
68767,3,24,lowhigh,1,0.96
68767,3,27,highlow,0,0.96
68767,3,28,lowhigh,1,0.96
68767,3,31,highlow,1,0.96
68767,3,32,lowhigh,0,0.96
68767,3,35,highlow,0,0.96
68767,3,36,lowhigh,1,0.96
68767,3,39,highlow,1,0.96
68767,3,40,lowhigh,0,0.96
68767,3,43,highlow,0,0.96
68767,3,44,lowhigh,0,0.96
68767,3,47,highlow,0,0.96
68767,3,48,lowhigh,1,0.96
93530,4,2,highlow,1,0.92
93530,4,3,lowhigh,1,0.92
93530,4,6,highlow,1,0.92
93530,4,7,lowhigh,0,0.92
93530,4,10,highlow,1,0.92
93530,4,11,lowhigh,1,0.92
93530,4,14,highlow,0,0.92
93530,4,15,lowhigh,1,0.92
93530,4,18,highlow,1,0.92
93530,4,19,lowhigh,1,0.92
93530,4,22,highlow,1,0.92
93530,4,23,lowhigh,1,0.92
93530,4,26,highlow,1,0.92
93530,4,27,lowhigh,1,0.92
93530,4,30,highlow,1,0.92
93530,4,31,lowhigh,0,0.92
93530,4,34,highlow,1,0.92
93530,4,35,lowhigh,1,0.92
93530,4,38,highlow,1,0.92
93530,4,39,lowhigh,1,0.92
93530,4,42,highlow,1,0.92
93530,4,43,lowhigh,0,0.92
93530,4,46,highlow,1,0.92
93530,4,47,lowhigh,0,0.92
80088,2,1,lowhigh,1,0.96
80088,2,4,highlow,0,0.96
80088,2,5,lowhigh,1,0.96
80088,2,8,highlow,1,0.96
80088,2,9,lowhigh,1,0.96
80088,2,12,highlow,0,0.96
80088,2,13,lowhigh,1,0.96
80088,2,16,highlow,0,0.96
80088,2,17,lowhigh,1,0.96
80088,2,20,highlow,1,0.96
80088,2,21,lowhigh,1,0.96
80088,2,24,highlow,1,0.96
80088,2,25,lowhigh,1,0.96
80088,2,28,highlow,1,0.96
80088,2,29,lowhigh,1,0.96
80088,2,32,highlow,1,0.96
80088,2,33,lowhigh,0,0.96
80088,2,36,highlow,1,0.96
80088,2,37,lowhigh,0,0.96
80088,2,40,highlow,1,0.96
80088,2,41,lowhigh,1,0.96
80088,2,44,highlow,0,0.96
80088,2,45,lowhigh,1,0.96
80088,2,48,highlow,0,0.96
94812,1,1,highlow,1,1
94812,1,2,lowhigh,1,1
94812,1,5,highlow,0,1
94812,1,6,lowhigh,1,1
94812,1,9,highlow,1,1
94812,1,10,lowhigh,1,1
94812,1,13,highlow,0,1
94812,1,14,lowhigh,1,1
94812,1,17,highlow,1,1
94812,1,18,lowhigh,1,1
94812,1,21,highlow,1,1
94812,1,22,lowhigh,1,1
94812,1,25,highlow,1,1
94812,1,26,lowhigh,1,1
94812,1,29,highlow,1,1
94812,1,30,lowhigh,0,1
94812,1,33,highlow,1,1
94812,1,34,lowhigh,1,1
94812,1,37,highlow,1,1
94812,1,38,lowhigh,1,1
94812,1,41,highlow,1,1
94812,1,42,lowhigh,1,1
94812,1,45,highlow,1,1
94812,1,46,lowhigh,1,1
88186,3,3,highlow,0,1
88186,3,4,lowhigh,0,1
88186,3,7,highlow,0,1
88186,3,8,lowhigh,1,1
88186,3,11,highlow,1,1
88186,3,12,lowhigh,0,1
88186,3,15,highlow,0,1
88186,3,16,lowhigh,1,1
88186,3,19,highlow,1,1
88186,3,20,lowhigh,1,1
88186,3,23,highlow,1,1
88186,3,24,lowhigh,1,1
88186,3,27,highlow,1,1
88186,3,28,lowhigh,1,1
88186,3,31,highlow,0,1
88186,3,32,lowhigh,0,1
88186,3,35,highlow,1,1
88186,3,36,lowhigh,1,1
88186,3,39,highlow,0,1
88186,3,40,lowhigh,0,1
88186,3,43,highlow,1,1
88186,3,44,lowhigh,1,1
88186,3,47,highlow,1,1
88186,3,48,lowhigh,1,1
92892,1,1,highlow,1,1
92892,1,2,lowhigh,1,1
92892,1,5,highlow,1,1
92892,1,6,lowhigh,1,1
92892,1,9,highlow,1,1
92892,1,10,lowhigh,1,1
92892,1,13,highlow,1,1
92892,1,14,lowhigh,1,1
92892,1,17,highlow,1,1
92892,1,18,lowhigh,1,1
92892,1,21,highlow,1,1
92892,1,22,lowhigh,0,1
92892,1,25,highlow,1,1
92892,1,26,lowhigh,1,1
92892,1,29,highlow,1,1
92892,1,30,lowhigh,1,1
92892,1,33,highlow,1,1
92892,1,34,lowhigh,1,1
92892,1,37,highlow,1,1
92892,1,38,lowhigh,0,1
92892,1,41,highlow,1,1
92892,1,42,lowhigh,1,1
92892,1,45,highlow,1,1
92892,1,46,lowhigh,0,1
92572,2,1,lowhigh,1,1
92572,2,4,highlow,1,1
92572,2,5,lowhigh,1,1
92572,2,8,highlow,1,1
92572,2,9,lowhigh,1,1
92572,2,12,highlow,1,1
92572,2,13,lowhigh,1,1
92572,2,16,highlow,1,1
92572,2,17,lowhigh,1,1
92572,2,20,highlow,1,1
92572,2,21,lowhigh,1,1
92572,2,24,highlow,1,1
92572,2,25,lowhigh,1,1
92572,2,28,highlow,1,1
92572,2,29,lowhigh,1,1
92572,2,32,highlow,0,1
92572,2,33,lowhigh,0,1
92572,2,36,highlow,1,1
92572,2,37,lowhigh,0,1
92572,2,40,highlow,1,1
92572,2,41,lowhigh,1,1
92572,2,44,highlow,1,1
92572,2,45,lowhigh,1,1
92572,2,48,highlow,0,1
92138,4,2,highlow,1,1
92138,4,3,lowhigh,1,1
92138,4,6,highlow,1,1
92138,4,7,lowhigh,1,1
92138,4,10,highlow,1,1
92138,4,11,lowhigh,0,1
92138,4,14,highlow,1,1
92138,4,15,lowhigh,0,1
92138,4,18,highlow,1,1
92138,4,19,lowhigh,1,1
92138,4,22,highlow,1,1
92138,4,23,lowhigh,1,1
92138,4,26,highlow,1,1
92138,4,27,lowhigh,1,1
92138,4,30,highlow,0,1
92138,4,31,lowhigh,0,1
92138,4,34,highlow,0,1
92138,4,35,lowhigh,0,1
92138,4,38,highlow,1,1
92138,4,39,lowhigh,0,1
92138,4,42,highlow,1,1
92138,4,43,lowhigh,0,1
92138,4,46,highlow,1,1
92138,4,47,lowhigh,0,1
87562,2,1,lowhigh,0,0.92
87562,2,4,highlow,1,0.92
87562,2,5,lowhigh,0,0.92
87562,2,8,highlow,1,0.92
87562,2,9,lowhigh,0,0.92
87562,2,12,highlow,1,0.92
87562,2,13,lowhigh,0,0.92
87562,2,16,highlow,1,0.92
87562,2,17,lowhigh,1,0.92
87562,2,20,highlow,0,0.92
87562,2,21,lowhigh,1,0.92
87562,2,24,highlow,1,0.92
87562,2,25,lowhigh,0,0.92
87562,2,28,highlow,1,0.92
87562,2,29,lowhigh,0,0.92
87562,2,32,highlow,1,0.92
87562,2,33,lowhigh,1,0.92
87562,2,36,highlow,1,0.92
87562,2,37,lowhigh,0,0.92
87562,2,40,highlow,1,0.92
87562,2,41,lowhigh,0,0.92
87562,2,44,highlow,1,0.92
87562,2,45,lowhigh,1,0.92
87562,2,48,highlow,0,0.92
87793,1,1,highlow,0,1
87793,1,2,lowhigh,1,1
87793,1,5,highlow,1,1
87793,1,6,lowhigh,1,1
87793,1,9,highlow,1,1
87793,1,10,lowhigh,1,1
87793,1,13,highlow,0,1
87793,1,14,lowhigh,0,1
87793,1,17,highlow,1,1
87793,1,18,lowhigh,1,1
87793,1,21,highlow,1,1
87793,1,22,lowhigh,1,1
87793,1,25,highlow,1,1
87793,1,26,lowhigh,1,1
87793,1,29,highlow,1,1
87793,1,30,lowhigh,1,1
87793,1,33,highlow,1,1
87793,1,34,lowhigh,1,1
87793,1,37,highlow,1,1
87793,1,38,lowhigh,1,1
87793,1,41,highlow,1,1
87793,1,42,lowhigh,1,1
87793,1,45,highlow,1,1
87793,1,46,lowhigh,1,1
80056,2,1,lowhigh,1,0.96
80056,2,4,highlow,1,0.96
80056,2,5,lowhigh,1,0.96
80056,2,8,highlow,1,0.96
80056,2,9,lowhigh,1,0.96
80056,2,12,highlow,1,0.96
80056,2,13,lowhigh,1,0.96
80056,2,16,highlow,0,0.96
80056,2,17,lowhigh,1,0.96
80056,2,20,highlow,1,0.96
80056,2,21,lowhigh,1,0.96
80056,2,24,highlow,1,0.96
80056,2,25,lowhigh,0,0.96
80056,2,28,highlow,0,0.96
80056,2,29,lowhigh,0,0.96
80056,2,32,highlow,0,0.96
80056,2,33,lowhigh,0,0.96
80056,2,36,highlow,0,0.96
80056,2,37,lowhigh,1,0.96
80056,2,40,highlow,0,0.96
80056,2,41,lowhigh,1,0.96
80056,2,44,highlow,0,0.96
80056,2,45,lowhigh,1,0.96
80056,2,48,highlow,0,0.96
88234,4,2,highlow,1,1
88234,4,3,lowhigh,1,1
88234,4,6,highlow,1,1
88234,4,7,lowhigh,0,1
88234,4,10,highlow,1,1
88234,4,11,lowhigh,1,1
88234,4,14,highlow,1,1
88234,4,15,lowhigh,1,1
88234,4,18,highlow,1,1
88234,4,19,lowhigh,0,1
88234,4,22,highlow,1,1
88234,4,23,lowhigh,1,1
88234,4,26,highlow,0,1
88234,4,27,lowhigh,1,1
88234,4,30,highlow,1,1
88234,4,31,lowhigh,0,1
88234,4,34,highlow,0,1
88234,4,35,lowhigh,1,1
88234,4,38,highlow,0,1
88234,4,39,lowhigh,0,1
88234,4,42,highlow,1,1
88234,4,43,lowhigh,1,1
88234,4,46,highlow,1,1
88234,4,47,lowhigh,1,1
93520,1,1,highlow,0,0.96
93520,1,2,lowhigh,0,0.96
93520,1,5,highlow,1,0.96
93520,1,6,lowhigh,1,0.96
93520,1,9,highlow,1,0.96
93520,1,10,lowhigh,0,0.96
93520,1,13,highlow,1,0.96
93520,1,14,lowhigh,1,0.96
93520,1,17,highlow,0,0.96
93520,1,18,lowhigh,1,0.96
93520,1,21,highlow,1,0.96
93520,1,22,lowhigh,1,0.96
93520,1,25,highlow,1,0.96
93520,1,26,lowhigh,1,0.96
93520,1,29,highlow,1,0.96
93520,1,30,lowhigh,0,0.96
93520,1,33,highlow,1,0.96
93520,1,34,lowhigh,1,0.96
93520,1,37,highlow,1,0.96
93520,1,38,lowhigh,1,0.96
93520,1,41,highlow,1,0.96
93520,1,42,lowhigh,1,0.96
93520,1,45,highlow,1,0.96
93520,1,46,lowhigh,1,0.96
68805,3,3,highlow,1,1
68805,3,4,lowhigh,1,1
68805,3,7,highlow,1,1
68805,3,8,lowhigh,0,1
68805,3,11,highlow,1,1
68805,3,12,lowhigh,1,1
68805,3,15,highlow,0,1
68805,3,16,lowhigh,0,1
68805,3,19,highlow,1,1
68805,3,20,lowhigh,0,1
68805,3,23,highlow,1,1
68805,3,24,lowhigh,0,1
68805,3,27,highlow,1,1
68805,3,28,lowhigh,1,1
68805,3,31,highlow,1,1
68805,3,32,lowhigh,1,1
68805,3,35,highlow,0,1
68805,3,36,lowhigh,0,1
68805,3,39,highlow,1,1
68805,3,40,lowhigh,1,1
68805,3,43,highlow,0,1
68805,3,44,lowhigh,1,1
68805,3,47,highlow,0,1
68805,3,48,lowhigh,1,1
84509,1,1,highlow,1,0.92
84509,1,2,lowhigh,1,0.92
84509,1,5,highlow,1,0.92
84509,1,6,lowhigh,1,0.92
84509,1,9,highlow,1,0.92
84509,1,10,lowhigh,1,0.92
84509,1,13,highlow,0,0.92
84509,1,14,lowhigh,1,0.92
84509,1,17,highlow,0,0.92
84509,1,18,lowhigh,1,0.92
84509,1,21,highlow,1,0.92
84509,1,22,lowhigh,1,0.92
84509,1,25,highlow,0,0.92
84509,1,26,lowhigh,1,0.92
84509,1,29,highlow,1,0.92
84509,1,30,lowhigh,1,0.92
84509,1,33,highlow,1,0.92
84509,1,34,lowhigh,1,0.92
84509,1,37,highlow,1,0.92
84509,1,38,lowhigh,1,0.92
84509,1,41,highlow,0,0.92
84509,1,42,lowhigh,0,0.92
84509,1,45,highlow,1,0.92
84509,1,46,lowhigh,1,0.92
77733,2,1,lowhigh,0,1
77733,2,4,highlow,0,1
77733,2,5,lowhigh,0,1
77733,2,8,highlow,1,1
77733,2,9,lowhigh,1,1
77733,2,12,highlow,0,1
77733,2,13,lowhigh,0,1
77733,2,16,highlow,0,1
77733,2,17,lowhigh,0,1
77733,2,20,highlow,0,1
77733,2,21,lowhigh,0,1
77733,2,24,highlow,1,1
77733,2,25,lowhigh,0,1
77733,2,28,highlow,0,1
77733,2,29,lowhigh,1,1
77733,2,32,highlow,0,1
77733,2,33,lowhigh,0,1
77733,2,36,highlow,1,1
77733,2,37,lowhigh,0,1
77733,2,40,highlow,1,1
77733,2,41,lowhigh,0,1
77733,2,44,highlow,0,1
77733,2,45,lowhigh,0,1
77733,2,48,highlow,1,1
82517,4,2,highlow,1,1
82517,4,3,lowhigh,1,1
82517,4,6,highlow,0,1
82517,4,7,lowhigh,0,1
82517,4,10,highlow,0,1
82517,4,11,lowhigh,1,1
82517,4,14,highlow,1,1
82517,4,15,lowhigh,0,1
82517,4,18,highlow,1,1
82517,4,19,lowhigh,0,1
82517,4,22,highlow,0,1
